cq,rooms,epoque,furnished,ref,refmaj,refmin
BUTTES AUX CAILLES - DAVIEL - BOUSSINGAULT,3,sup1990,non-meuble,22.6000404401804,27.100049722838424,15.800030663080477
CHAILLOT,3,sup1990,non-meuble,26.100012104754093,31.300015505335573,18.300008020371973
MARAIS - ARCHIVES,3,sup1990,non-meuble,24.27536343554959,29.100442443277764,17.00025282473015
OPERA - CHAUSSEE D'ANTIN,3,sup1990,non-meuble,25.96451133284893,31.157413104467473,18.176340063647213
OLYMPIADES - CHOISY,3,sup1990,non-meuble,19.864711489350086,23.8176537872201,13.885298042545058
SORBONNE,3,sup1990,non-meuble,23.700006083540764,28.400007409655633,16.600004232721822
LA CHAPELLE - MARX DORMOY,3,sup1990,non-meuble,20.130541426292183,24.1442284060834,14.078958161637273
ELYSEES - MADELEINE,3,sup1990,non-meuble,26.005027457225523,31.205027457225523,18.205027457225523
DANUBE,3,sup1990,non-meuble,19.6,23.5,13.7
FLANDRE - AUBERVILLIERS,3,sup1990,non-meuble,19.600030083406335,23.500036223676325,13.700021488147378
SAINT - VICTOR,3,sup1990,non-meuble,23.693074020328115,28.39198230061342,16.595261528730948
ALIGRE - GARE DE LYON,3,sup1990,non-meuble,22.399995117784332,26.899994189981975,15.699996631089807
ALLERAY - PROCESSION,3,sup1990,non-meuble,24.945640262842566,29.92358754724232,17.489742912429772
AUTEUIL NORD,3,sup1990,non-meuble,24.70019954586435,29.600242305692426,17.30014253276025
VAUGIRARD - PARC DES EXPOSITIONS,3,sup1990,non-meuble,24.911679255507586,29.864599069384482,17.45875944163069
BEL - AIR SUD,3,sup1990,non-meuble,21.104920583410475,25.32740356556986,14.774943273864626
LOUVRE - OPERA,3,sup1990,non-meuble,25.513889873545377,30.60943341846393,17.863869539203463
VALLEE DE FECAMP,3,sup1990,non-meuble,23.772150421481534,28.56618265465615,16.680107443915382
SALPETRIERE - AUSTERLITZ,3,sup1990,non-meuble,21.555183594890863,25.899504772199208,15.121912986554946
NATIONALE - DEUX MOULINS,3,sup1990,non-meuble,20.746760930976443,24.87611340761893,14.502732942159406
NATION - ALEXANDRE DUMAS,3,sup1990,non-meuble,21.800150021137046,26.200175793990812,15.300100783422291
BELLEVILLE - SAINT-MAUR,3,sup1990,non-meuble,22.11090136029462,26.56271792943368,15.507267249286372
TEMPLE - ENFANTS ROUGES,3,sup1990,non-meuble,23.699978802926786,28.399975503889753,16.599985401000858
MARAIS - PLACE DES VOSGES,3,sup1990,non-meuble,24.178500637619383,28.982525457376575,16.93287049907533
AMIRAUX - SIMPLON - POISSONNIERS,3,sup1990,non-meuble,23.053916441051747,27.694041392705692,16.167083172179822
PIGALLE - MARTYRS,3,sup1990,non-meuble,24.590702312189507,29.508842872591362,17.260468126489716
CITROEN - BOUCICAUT,3,sup1990,non-meuble,24.7,29.6,17.3
VIOLET - COMMERCE,3,sup1990,non-meuble,24.700072984308562,29.600094757276725,17.300055913861762
PLACE DES FETES,3,sup1990,non-meuble,19.600053462798527,23.500064919112496,13.700038187713231
ODEON,3,sup1990,non-meuble,25.999894792405023,31.199871921188723,18.199926812107844
MASSENA - JEANNE D'ARC,3,sup1990,non-meuble,19.6,23.5,13.7
JARDIN DE REUILLY,3,sup1990,non-meuble,22.699395693861707,27.26355191397493,15.913854067044076
SAINT - VINCENT DE PAUL - LARIBOISIERE,3,sup1990,non-meuble,24.499972349417934,29.39996708272098,17.199980249584236
PLATEAU,3,sup1990,non-meuble,20.798652413332977,24.95550650190433,14.55618029523784
MONTPARNASSE - RASPAIL,3,sup1990,non-meuble,24.34300082040133,29.20994845259047,17.084315031063554
LA FOURCHE - GUY MOQUET,3,sup1990,non-meuble,22.40001778701737,26.900022347833286,15.7000134543246
CHARLES HERMITE - EVANGILE,3,sup1990,non-meuble,20.302888501675355,24.35350746632007,14.202063215482394
JEAN MOULIN - PORTE D'ORLEANS,3,sup1990,non-meuble,21.80058426179902,26.20066708703081,15.3003749561313
INVALIDES,3,sup1990,non-meuble,29.799954557125883,35.79994499020502,20.899967711642073
LOUIS BLANC - AQUEDUC,3,sup1990,non-meuble,24.105562786435048,28.93043039806994,16.91825913316789
NOTRE - DAME DES CHAMPS,3,sup1990,non-meuble,28.750425210363726,34.52946250700733,20.154252634457514
ITALIE - PEUPLIERS - RUNGIS,3,sup1990,non-meuble,22.59985794108832,27.09982972286573,15.799900752321575
TRIANGLE D'OR,3,sup1990,non-meuble,26.0001328701775,31.200160704798485,18.200094597577728
MARTIN LUTHER KING,3,sup1990,non-meuble,21.907895843691954,26.32587848430728,15.371930562461303
BAS - BELLEVILLE,3,sup1990,non-meuble,21.000098300025606,25.20011936431681,14.700070214304004
BLANCHE - TRINITE,3,sup1990,non-meuble,24.547293239026565,29.456752020631427,17.231529116143
RENNES,3,sup1990,non-meuble,29.139304510150563,35.00021072281383,20.430558467738553
MANIN - JAURES,3,sup1990,non-meuble,19.709204524583345,23.63260549413692,13.778003231845245
MUETTE NORD,3,sup1990,non-meuble,26.100008192568826,31.300009963935054,18.300005756940255
PORTE DES LILAS,3,sup1990,non-meuble,19.6,23.5,13.7
EMERIAU - ZOLA,3,sup1990,non-meuble,24.7,29.6,17.3
PORTE SAINT-DENIS - PARADIS,3,sup1990,non-meuble,24.499890510529603,29.399869360707164,17.199921616424298
GEORGES BRASSENS,3,sup1990,non-meuble,25.09994890535177,30.099938686422124,17.599963211853275
MONTMARTRE,3,sup1990,non-meuble,23.800014055301435,28.600016063201643,16.700010039501024
TELEGRAPHE - PELLEPORT - SAINT-FARGEAU,3,sup1990,non-meuble,19.73473457480636,23.663606269407722,13.79623898200454
SAINT - GERMAIN DES PRES,3,sup1990,non-meuble,26.000641952198563,31.20077710002984,18.200456123930557
BEL - AIR NORD,3,sup1990,non-meuble,21.000035175056116,25.200042712577503,14.700025125049446
AUTEUIL SUD,3,sup1990,non-meuble,24.7,29.6,17.3
PONT DE FLANDRE,3,sup1990,non-meuble,19.6,23.5,13.7
SAINT - PHILIPPE DU ROULE,3,sup1990,non-meuble,26.01389388407197,31.213893884071965,18.213893884071968
TERNES - MAILLOT,3,sup1990,non-meuble,24.400032002266304,29.300037659871688,17.100022572924
MONTSOURIS - DAREAU,3,sup1990,non-meuble,22.376396632625077,26.87246256865454,15.684264741649057
DUPLEIX - LA MOTTE PICQUET,3,sup1990,non-meuble,24.700025646675364,29.60003171824038,17.30001828424704
LEON BLUM - FOLIE-REGNAULT,3,sup1990,non-meuble,22.356719818722322,26.84950541964049,15.671145510279331
BASSIN DE LA VILLETTE,3,sup1990,non-meuble,19.600009536246052,23.500011579727346,13.700006811604322
COURCELLES - WAGRAM,3,sup1990,non-meuble,24.400050495262846,29.300059704754798,17.1000351461096
ROSA PARKS - MACDONALD,3,sup1990,non-meuble,19.6,23.5,13.7
REUNION - PERE LACHAISE,3,sup1990,non-meuble,20.39725727247022,24.468098435078502,14.269469798843392
FAUBOURG DU TEMPLE - HOPITAL SAINT-LOUIS,3,sup1990,non-meuble,22.399971306756274,26.899965158204047,15.699979504825912
SAINT BLAISE,3,sup1990,non-meuble,19.600020893482533,23.500025370657358,13.700014923916093
PEREIRE - MALESHERBES,3,sup1990,non-meuble,23.21672932798583,27.88917727567542,16.280812611682503
REPUBLIQUE - SAINT-AMBROISE,3,sup1990,non-meuble,22.067650825477152,26.512258787784198,15.47843490086305
PERNETY,3,sup1990,non-meuble,22.519587939700365,27.009538484395613,15.74974503773416
EUROPE,3,sup1990,non-meuble,26.09987887355717,31.299858352546586,18.299912647433366
GROS CAILLOU,3,sup1990,non-meuble,29.799885813293173,35.79986120137632,20.899919480509237
GRANDES CARRIERES - CLICHY,3,sup1990,non-meuble,23.799969442822842,28.599962825518666,16.699978319075104
MAIRIE,3,sup1990,non-meuble,26.088905088115318,31.28889546165881,18.28892073111077
SEINE,3,sup1990,non-meuble,25.62463318117573,30.74303250076607,17.93887532422828
MONNAIE,3,sup1990,non-meuble,25.999946950507216,31.19993541800878,18.199963096005018
BASTILLE - POPINCOURT,3,sup1990,non-meuble,22.236066619031266,26.70874496839869,15.590711785306915
BELLEVILLE,3,sup1990,non-meuble,22.088176773560978,26.521357510752615,15.477269123972127
AMANDIERS - MENILMONTANT,3,sup1990,non-meuble,21.00037169798435,25.200451873411662,14.700266024419486
BERCY,3,sup1990,non-meuble,21.000214839214497,25.200260895723595,14.700153476116347
ECOLE MILITAIRE,3,sup1990,non-meuble,29.799858696757457,35.7998297223276,20.899900529760146
MOSKOWA - PORTE MONTMARTRE - PORTE DE CLIGNANCOURT,3,sup1990,non-meuble,23.79994408726552,28.599932105965276,16.699960062332515
BATIGNOLLES,3,sup1990,non-meuble,21.90608971321847,26.323774207209407,15.370730544535139
MONCEAU,3,sup1990,non-meuble,26.095651637677253,31.295651490355933,18.295651883212788
ANVERS - MONTHOLON,3,sup1990,non-meuble,24.49999096957932,29.399989679519223,17.199993549699514
MOUTON - DUVERNET,3,sup1990,non-meuble,22.35939998024454,26.858822033797182,15.688198049507783
VAL DE GRACE,3,sup1990,non-meuble,23.699068570689416,28.398923318547148,16.599363512387356
DAUPHINE,3,sup1990,non-meuble,26.1,31.3,18.3
SECRETAN,3,sup1990,non-meuble,20.606157411915433,24.721762571611592,14.418683865653879
JARDIN DES PLANTES,3,sup1990,non-meuble,21.800682918845478,26.20079148346039,15.300467386041605
CAMBRONNE - GARIBALDI,3,sup1990,non-meuble,24.400164375237026,29.300196022302543,17.100115551600485
HALLES - BEAUBOURG - MONTORGUEIL,3,sup1990,non-meuble,24.394562916837423,29.25708924488035,17.102398185684027
FAUBOURG MONTMARTRE,4,inf1946,meuble,25.25971540036651,30.27525073603428,17.654373674837178
CLIGNANCOURT - JULES JOFFRIN,4,inf1946,meuble,25.9,31.1,18.1
GOUTTE D'OR - CHATEAU ROUGE,4,inf1946,meuble,25.571832989447174,30.7061989495824,17.903097880405678
LEGENDRE - LEVIS,4,inf1946,meuble,27.094410074192467,32.510146000084674,18.96294370356881
CHAMPERRET - BERTHIER,4,inf1946,meuble,28.176917229869048,33.77307010151388,19.684611486579364
HOCHE - FRIEDLAND,4,inf1946,meuble,30.099880861562752,36.09985564003788,21.099913052274715
MUETTE SUD,4,inf1946,meuble,28.699753638099796,34.399715736269,20.0998294417614
PASTEUR - MONTPARNASSE,4,inf1946,meuble,28.199892953820164,33.799872513283745,19.69992669693597
GRANGE AUX BELLES - TERRAGE,4,inf1946,meuble,25.39990275311078,30.499879561044665,17.799928184054806
BIBLIOTHEQUE - SEINE,4,inf1946,meuble,23.40015198272809,28.100183666463106,16.400107427099105
SENTIER - ARTS ET METIERS,4,inf1946,meuble,30.099843971599064,36.09981288386083,21.09988945817729
CHATEAU D'EAU - LANCRY,4,inf1946,meuble,25.399832689801286,30.499786622659176,17.79987104859352
CROULEBARBE,4,inf1946,meuble,24.200192204703487,29.000238975995803,16.900143446567295
EPINETTES - BESSIERES,4,inf1946,meuble,25.400033856112646,30.500042171010847,17.800024944694584
SAINT - PLACIDE,4,inf1946,meuble,33.4999814479011,40.199977597465484,23.499986698495128
SAINT - THOMAS D'AQUIN,4,inf1946,meuble,33.49980743665086,40.19976779125545,23.499864072930016
GAMBETTA,4,inf1946,meuble,23.199268573435045,27.85912228812206,16.239414858748038
SAINT - LAMBERT,4,inf1946,meuble,26.28831902553848,31.52418963004543,18.42554621679814
BOIS DE BOULOGNE,4,inf1946,meuble,28.182054895889692,33.80237103340106,19.741422619489743
NATION - PICPUS,4,inf1946,meuble,25.899951211425776,31.09994156219707,18.099966227705366
PLAINE LAGNY,4,inf1946,meuble,23.400017203186522,28.100020863408954,16.400011347112812
DIDOT - PORTE DE VANVES,4,inf1946,meuble,22.600055311925807,27.100067205846308,15.800039706503037
BUTTES AUX CAILLES - DAVIEL - BOUSSINGAULT,4,inf1946,meuble,22.600088264865093,27.100106184194253,15.800062051761705
CHAILLOT,4,inf1946,meuble,28.700050340484815,34.40006098214273,20.10003547394752
MARAIS - ARCHIVES,4,inf1946,meuble,30.1,36.099999999999994,21.1
OPERA - CHAUSSEE D'ANTIN,4,inf1946,meuble,29.960523184011528,35.93215501804777,21.00071141912685
OLYMPIADES - CHOISY,4,inf1946,meuble,23.329410269506646,28.011762836883307,16.34705770212998
SORBONNE,4,inf1946,meuble,30.09999986283296,36.099999837313504,21.099999904302063
LA CHAPELLE - MARX DORMOY,4,inf1946,meuble,23.778932851839254,28.554718859767153,16.665252433847524
ELYSEES - MADELEINE,4,inf1946,meuble,30.029615598842653,36.01453322716608,21.049725427744754
DANUBE,4,inf1946,meuble,23.4,28.1,16.4
FLANDRE - AUBERVILLIERS,4,inf1946,meuble,23.40000495473952,28.100005578278363,16.4000031009086
SAINT - VICTOR,4,inf1946,meuble,30.084254814168354,36.08132547726944,21.089014986629085
ALIGRE - GARE DE LYON,4,inf1946,meuble,25.399985812022702,30.49998309697733,17.79998904098614
ALLERAY - PROCESSION,4,inf1946,meuble,26.562977218984766,31.851163046866102,18.608649933982456
AUTEUIL NORD,4,inf1946,meuble,27.400185292588326,32.900213799140374,19.200128279484222
VAUGIRARD - PARC DES EXPOSITIONS,4,inf1946,meuble,26.712042419600344,32.05328297796965,18.72372167510793
BEL - AIR SUD,4,inf1946,meuble,23.012414910796938,27.634897892956324,16.078690437557857
LOUVRE - OPERA,4,inf1946,meuble,29.824145211299278,35.76803918137914,20.903628725367465
VALLEE DE FECAMP,4,inf1946,meuble,25.87016116587307,31.06419339904769,18.079112816111152
SALPETRIERE - AUSTERLITZ,4,inf1946,meuble,25.530994429375223,30.67493590029007,17.90943829641825
NATIONALE - DEUX MOULINS,4,inf1946,meuble,23.094211543527052,27.717763945291885,16.170658173528356
NATION - ALEXANDRE DUMAS,4,inf1946,meuble,25.79990879058448,30.99988608652846,18.09993034064412
BELLEVILLE - SAINT-MAUR,4,inf1946,meuble,25.59271572793636,30.74089526787678,17.944537160726068
TEMPLE - ENFANTS ROUGES,4,inf1946,meuble,30.099936039343106,36.09992390701914,21.099955185922084
MARAIS - PLACE DES VOSGES,4,inf1946,meuble,30.09987790115863,36.09985501776236,21.099914677853214
AMIRAUX - SIMPLON - POISSONNIERS,4,inf1946,meuble,25.633541586089912,30.780249903307894,17.94012495165395
PIGALLE - MARTYRS,4,inf1946,meuble,24.556773334598518,29.429337535484922,17.153974213282684
CITROEN - BOUCICAUT,4,inf1946,meuble,27.4,32.9,19.2
VIOLET - COMMERCE,4,inf1946,meuble,27.399754571584786,32.89969395520167,19.19982755589335
PLACE DES FETES,4,inf1946,meuble,23.40003818771323,28.10004582525588,16.40002673139926
ODEON,4,inf1946,meuble,30.100000000000005,36.1,21.1
MASSENA - JEANNE D'ARC,4,inf1946,meuble,23.4,28.1,16.4
JARDIN DE REUILLY,4,inf1946,meuble,24.72078634757103,29.68494361708524,17.27455070564997
SAINT - VINCENT DE PAUL - LARIBOISIERE,4,inf1946,meuble,24.200015803475424,29.00001975428384,16.90001185242525
PLATEAU,4,inf1946,meuble,22.971931652078684,27.58631798249442,16.05754386834977
MONTPARNASSE - RASPAIL,4,inf1946,meuble,24.06794064712963,28.84318240825092,16.809212897517806
LA FOURCHE - GUY MOQUET,4,inf1946,meuble,25.400022462718375,30.500027479780588,17.800015051186634
CHARLES HERMITE - EVANGILE,4,inf1946,meuble,23.902063215482393,28.702475858578875,16.751444250837675
JEAN MOULIN - PORTE D'ORLEANS,4,inf1946,meuble,25.798446353356862,30.99810159690022,18.098878420221794
INVALIDES,4,inf1946,meuble,33.499959340586315,40.19995096953056,23.4999712992374
LOUIS BLANC - AQUEDUC,4,inf1946,meuble,24.425312204132407,29.281642490980325,17.06898638891412
NOTRE - DAME DES CHAMPS,4,inf1946,meuble,32.56078190947874,39.067413966607766,22.83702102978762
ITALIE - PEUPLIERS - RUNGIS,4,inf1946,meuble,22.600051173479294,27.10006348294974,15.800037896210092
TRIANGLE D'OR,4,inf1946,meuble,30.100109116806138,36.100131504885105,21.100076946479703
MARTIN LUTHER KING,4,inf1946,meuble,25.7280694375387,30.910086796923373,18.046052078154023
BAS - BELLEVILLE,4,inf1946,meuble,22.90017553576001,27.50021064291201,16.00012638574721
BLANCHE - TRINITE,4,inf1946,meuble,24.386047206491636,29.223887796417785,17.032440153092384
RENNES,4,inf1946,meuble,32.90885140381892,39.48714433989929,23.082718637989828
MANIN - JAURES,4,inf1946,meuble,23.360998384077376,28.053198060892854,16.3687987072619
MUETTE NORD,4,inf1946,meuble,28.70001062819739,34.40001284240518,20.100007528306488
PORTE DES LILAS,4,inf1946,meuble,23.4,28.1,16.4
EMERIAU - ZOLA,4,inf1946,meuble,27.4,32.9,19.2
PORTE SAINT-DENIS - PARADIS,4,inf1946,meuble,24.200096247932226,29.000118608108146,16.900070793561508
GEORGES BRASSENS,4,inf1946,meuble,26.099928467492475,31.299914160990973,18.29994890535177
MONTMARTRE,4,inf1946,meuble,25.89996586569651,31.09995783409569,18.09997590519754
TELEGRAPHE - PELLEPORT - SAINT-FARGEAU,4,inf1946,meuble,23.352673583337722,28.04320830000527,16.36208599504751
SAINT - GERMAIN DES PRES,4,inf1946,meuble,30.10057437828293,36.100692632635294,21.10040544349383
BEL - AIR NORD,4,inf1946,meuble,22.900075599259786,27.5000907191183,16.00005386728055
AUTEUIL SUD,4,inf1946,meuble,27.4,32.9,19.2
PONT DE FLANDRE,4,inf1946,meuble,23.4,28.1,16.4
SAINT - PHILIPPE DU ROULE,4,inf1946,meuble,29.905485622992426,35.863803970776516,20.961061159280305
TERNES - MAILLOT,4,inf1946,meuble,28.20001023430767,33.800012292668704,19.7000081184491
MONTSOURIS - DAREAU,4,inf1946,meuble,25.415684838269772,30.51960802398253,17.811765604847647
DUPLEIX - LA MOTTE PICQUET,4,inf1946,meuble,27.400038033883984,32.90004464578424,19.20002615245014
LEON BLUM - FOLIE-REGNAULT,4,inf1946,meuble,25.428800124104182,30.536002096759393,17.821601258055633
BASSIN DE LA VILLETTE,4,inf1946,meuble,23.40000681160432,28.100008173925186,16.400004768123026
COURCELLES - WAGRAM,4,inf1946,meuble,28.200039035168004,33.800047180573245,19.700029197904566
ROSA PARKS - MACDONALD,4,inf1946,meuble,23.4,28.1,16.4
REUNION - PERE LACHAISE,4,inf1946,meuble,23.11534759094179,27.758417332085422,16.172272499077447
FAUBOURG DU TEMPLE - HOPITAL SAINT-LOUIS,4,inf1946,meuble,25.399948762064778,30.49993851447773,17.79996310868664
SAINT BLAISE,4,inf1946,meuble,23.399992538041953,28.099991045650345,16.399994030433565
PEREIRE - MALESHERBES,4,inf1946,meuble,27.10775014891,32.525708507061665,18.971833432606665
REPUBLIQUE - SAINT-AMBROISE,4,inf1946,meuble,25.621735990688848,30.777161596365207,17.96629512683821
PERNETY,4,inf1946,meuble,22.921770244653345,27.492156711147288,16.03127158882062
EUROPE,4,inf1946,meuble,28.69996652188254,34.39996310364749,20.099977492058038
GROS CAILLOU,4,inf1946,meuble,33.49986184918833,40.1998340699321,23.49990244865955
GRANDES CARRIERES - CLICHY,4,inf1946,meuble,25.899983834025434,31.09998044481024,18.099989832354407
MAIRIE,4,inf1946,meuble,28.85456947944337,34.58769297190009,20.210407630515803
SEINE,4,inf1946,meuble,30.099953239052997,36.09994426251008,21.099967149584707
MONNAIE,4,inf1946,meuble,30.099999999999998,36.099999999999994,21.099999999999998
BASTILLE - POPINCOURT,4,inf1946,meuble,25.509344661318693,30.636678540382952,17.882006584530572
BELLEVILLE,4,inf1946,meuble,25.176976968782892,30.232372362539472,17.64387413964172
AMANDIERS - MENILMONTANT,4,inf1946,meuble,22.900690828151347,27.50082936188308,16.00049761712985
BERCY,4,inf1946,meuble,22.900291043604007,27.500349265999002,16.000205316365182
ECOLE MILITAIRE,4,inf1946,meuble,33.49985790294852,40.19982861689613,23.499898348402322
MOSKOWA - PORTE MONTMARTRE - PORTE DE CLIGNANCOURT,4,inf1946,meuble,25.899980031166255,31.09997603739951,18.099988018699754
BATIGNOLLES,4,inf1946,meuble,25.72942767594796,30.911779003373844,18.047065655492403
MONCEAU,4,inf1946,meuble,28.760865139491603,34.473907672890306,20.143475078590956
ANVERS - MONTHOLON,4,inf1946,meuble,24.20002193102165,29.000027091262034,16.90001548072116
MOUTON - DUVERNET,4,inf1946,meuble,25.23238811749043,30.299146993825957,17.682952935080746
VAL DE GRACE,4,inf1946,meuble,30.097788506443052,36.09737638741772,21.098456479094068
DAUPHINE,4,inf1946,meuble,28.7,34.4,20.1
SECRETAN,4,inf1946,meuble,23.040685556735603,27.66882266808273,16.112546612750982
JARDIN DES PLANTES,4,inf1946,meuble,25.801514058056316,31.001795682350625,18.10105626972606
CAMBRONNE - GARIBALDI,4,inf1946,meuble,28.200099832819383,33.800122393885395,19.700074558270337
HALLES - BEAUBOURG - MONTORGUEIL,4,inf1946,meuble,27.49130555213014,32.960723630529486,19.242963274397727
FAUBOURG MONTMARTRE,4,inf1946,non-meuble,22.133986454560315,26.531560512255766,15.46456728497561
CLIGNANCOURT - JULES JOFFRIN,4,inf1946,non-meuble,22.7,27.2,15.9
GOUTTE D'OR - CHATEAU ROUGE,4,inf1946,non-meuble,22.437464903464587,26.93746171469354,15.70309894332936
LEGENDRE - LEVIS,4,inf1946,non-meuble,23.732612240643878,28.44834816653608,16.6090056112252
CHAMPERRET - BERTHIER,4,inf1946,non-meuble,24.679802576135415,29.57595544778026,17.285573268668156
HOCHE - FRIEDLAND,4,inf1946,non-meuble,26.39989479993694,31.699869578412073,18.499924335425394
MUETTE SUD,4,inf1946,non-meuble,25.199772589015197,30.1997346871844,17.5998483926768
PASTEUR - MONTPARNASSE,4,inf1946,non-meuble,24.699907095046655,29.599891276525945,17.29993545848987
GRANGE AUX BELLES - TERRAGE,4,inf1946,non-meuble,22.299911230671416,26.7998880386053,15.599936661615438
BIBLIOTHEQUE - SEINE,4,inf1946,non-meuble,20.500133170887043,24.600158418675075,14.40008861525806
SENTIER - ARTS ET METIERS,4,inf1946,non-meuble,26.399862973482467,31.699834765512225,18.4999027005247
CHATEAU D'EAU - LANCRY,4,inf1946,non-meuble,22.2998434205054,26.799795811693315,15.599884862637584
CROULEBARBE,4,inf1946,non-meuble,21.20016860880798,25.400206446768735,14.800122142364742
EPINETTES - BESSIERES,4,inf1946,non-meuble,22.300025541214456,26.800025541214456,15.60001722631626
SAINT - PLACIDE,4,inf1946,non-meuble,29.399983548138714,35.29998004774269,20.599988448693143
SAINT - THOMAS D'AQUIN,4,inf1946,non-meuble,29.39983009116252,35.299796109395025,20.599881063813765
GAMBETTA,4,inf1946,non-meuble,20.339414858748036,24.39926857343505,14.279561144061027
SAINT - LAMBERT,4,inf1946,non-meuble,23.06141622198763,27.68831902553848,16.11657841584204
BOIS DE BOULOGNE,4,inf1946,non-meuble,24.721896826445402,29.642212963956766,17.28126455142268
NATION - PICPUS,4,inf1946,non-meuble,22.69995764424881,27.199949603234618,15.899970509883195
PLAINE LAGNY,4,inf1946,non-meuble,20.500015738815367,24.60001830111216,14.400009882741658
DIDOT - PORTE DE VANVES,4,inf1946,non-meuble,19.8000485153998,23.800057324296567,13.900032909977035
BUTTES AUX CAILLES - DAVIEL - BOUSSINGAULT,4,inf1946,non-meuble,19.800078144868255,23.800091917310304,13.900051931764873
CHAILLOT,4,inf1946,non-meuble,25.200043247800647,30.200053210921276,17.600031924973766
MARAIS - ARCHIVES,4,inf1946,non-meuble,26.399999999999995,31.699999999999996,18.5
OPERA - CHAUSSEE D'ANTIN,4,inf1946,non-meuble,26.277071280823716,31.551067128690278,18.412531488278415
OLYMPIADES - CHOISY,4,inf1946,non-meuble,20.438233985818314,24.52941026950665,14.355881418441653
SORBONNE,4,inf1946,non-meuble,26.399999878782612,31.69999985326316,18.499999913871857
LA CHAPELLE - MARX DORMOY,4,inf1946,non-meuble,20.841039379175346,25.016825387103243,14.627358961183614
ELYSEES - MADELEINE,4,inf1946,non-meuble,26.3396705132937,31.624588141617128,18.454752884970276
DANUBE,4,inf1946,non-meuble,20.5,24.6,14.4
FLANDRE - AUBERVILLIERS,4,inf1946,non-meuble,20.50000433679588,24.600004960334722,14.400002482964961
SAINT - VICTOR,4,inf1946,non-meuble,26.38608564973017,31.683156312831258,18.490113487966177
ALIGRE - GARE DE LYON,4,inf1946,non-meuble,22.299986254355712,26.799980770971725,15.599991242113452
ALLERAY - PROCESSION,4,inf1946,non-meuble,23.296836689068222,27.962975364575897,16.286605563222096
AUTEUIL NORD,4,inf1946,non-meuble,24.0001710393123,28.800199545864352,16.8001140262082
VAUGIRARD - PARC DES EXPOSITIONS,4,inf1946,non-meuble,23.417882047354137,28.112042419600343,16.376641488984827
BEL - AIR SUD,4,inf1946,non-meuble,20.197426256024013,24.21616207449017,14.167448946478162
LOUVRE - OPERA,4,inf1946,non-meuble,26.156873757071363,31.4054430880512,18.32700620951552
VALLEE DE FECAMP,4,inf1946,non-meuble,22.674139677089993,27.169166538068843,15.882096699523844
SALPETRIERE - AUSTERLITZ,4,inf1946,non-meuble,22.364620633879507,26.819802169370032,15.643064500922534
NATIONALE - DEUX MOULINS,4,inf1946,non-meuble,20.232435100586173,24.294212027586603,14.208881730587475
NATION - ALEXANDRE DUMAS,4,inf1946,non-meuble,22.599929947452697,27.09992685307706,15.79995419869653
BELLEVILLE - SAINT-MAUR,4,inf1946,non-meuble,22.44453521526581,26.944532783440486,15.696356648055518
TEMPLE - ENFANTS ROUGES,4,inf1946,non-meuble,26.39994396311408,31.69993274030607,18.499960303991053
MARAIS - PLACE DES VOSGES,4,inf1946,non-meuble,26.399892448575905,31.699870219298596,18.499923667951165
AMIRAUX - SIMPLON - POISSONNIERS,4,inf1946,non-meuble,22.486833268871926,26.98683326887193,15.740124951653947
PIGALLE - MARTYRS,4,inf1946,non-meuble,21.5144442990514,25.780961319924025,15.023739292853264
CITROEN - BOUCICAUT,4,inf1946,non-meuble,24.0,28.8,16.8
VIOLET - COMMERCE,4,inf1946,non-meuble,23.99979341499975,28.79975457158479,16.799849328861516
PLACE DES FETES,4,inf1946,non-meuble,20.500034368941908,24.600042006484557,14.40002291262794
ODEON,4,inf1946,non-meuble,26.4,31.7,18.500000000000004
MASSENA - JEANNE D'ARC,4,inf1946,non-meuble,20.5,24.6,14.4
JARDIN DE REUILLY,4,inf1946,non-meuble,21.678015009461724,25.981479837973975,15.192471808542617
SAINT - VINCENT DE PAUL - LARIBOISIERE,4,inf1946,non-meuble,21.200014486378116,25.400018436944773,14.800010535569697
PLATEAU,4,inf1946,non-meuble,20.157546774976122,24.171933105391858,14.143158991247208
MONTPARNASSE - RASPAIL,4,inf1946,non-meuble,21.0844489976386,25.267951169451276,14.725726965356255
LA FOURCHE - GUY MOQUET,4,inf1946,non-meuble,22.300017445656167,26.800017445656167,15.600012428593955
CHARLES HERMITE - EVANGILE,4,inf1946,non-meuble,20.951856893934156,25.152269537030637,14.701237929289437
JEAN MOULIN - PORTE D'ORLEANS,4,inf1946,non-meuble,22.59866014420108,27.098441868180373,15.799092211066005
INVALIDES,4,inf1946,non-meuble,29.399964124046747,35.29995694885609,20.59997488683273
LOUIS BLANC - AQUEDUC,4,inf1946,non-meuble,21.40653693239298,25.662867219240898,14.950211117174693
NOTRE - DAME DES CHAMPS,4,inf1946,non-meuble,28.5712782693153,34.30553154468142,20.019892612822037
ITALIE - PEUPLIERS - RUNGIS,4,inf1946,non-meuble,19.80004501874407,23.80005214127804,13.900031741474871
TRIANGLE D'OR,4,inf1946,non-meuble,26.400096510969956,31.70011541971955,18.50006716423691
MARTIN LUTHER KING,4,inf1946,non-meuble,22.546052078154023,27.046052078154027,15.764034718769349
BAS - BELLEVILLE,4,inf1946,non-meuble,20.10015447146881,24.10018957862081,14.100105321456004
BLANCHE - TRINITE,4,inf1946,non-meuble,21.363974676077152,25.598660210750268,14.916673651842665
